timestamp,transaction_id,client_id,dish_category,dish_name,price,cost,quantity,profit,promo_applied,predicted_profit_margin
2026-01-21 17:02:50.007368,T10039,C-5291,coffee,Латте,250,75.0,1,175.0,0,0.7
2026-01-21 13:27:50.007368,T10040,,beverage,Смузи,121,39.93,1,81.07,1,0.6699999999999999
2026-01-21 17:37:50.007368,T10041,C-6974,beverage,Лимонад,138,45.54,1,92.46000000000001,0,0.67
2026-01-21 11:15:50.007368,T10042,C-7658,tea,Чай с мятой,113,33.9,1,79.1,0,0.7
2026-01-21 11:10:50.007368,T10043,C-6442,snack,Салат Греческий,225,85.5,2,279.0,0,0.62
2026-01-21 17:51:50.007368,T10044,,bakery,Бейгл,114,34.2,1,79.8,0,0.7
2026-01-21 17:14:50.007368,T10045,,bakery,Маффин,138,41.4,1,96.6,1,0.7
2026-01-21 14:25:50.007368,T10046,,dessert,Брауни,271,94.85,2,352.3,1,0.65
2026-01-21 13:43:50.007368,T10047,C-5279,snack,Суп-пюре,317,120.46,1,196.54000000000002,1,0.6200000000000001
2026-01-21 19:02:50.007368,T10048,,coffee,Американо,317,95.1,1,221.9,1,0.7000000000000001
2026-01-21 19:07:50.007368,T10049,C-8144,sandwich,Куриный сэндвич,397,158.8,1,238.2,1,0.6
2026-01-22 17:43:50.007368,T10050,C-8066,tea,Зеленый чай,194,58.2,1,135.8,0,0.7000000000000001
2026-01-22 18:39:50.007368,T10051,,dessert,Брауни,369,129.15,2,479.7,1,0.65
2026-01-22 15:20:50.007368,T10052,C-7888,sandwich,Сэндвич с лососем,428,171.2,1,256.8,0,0.6
2026-01-22 18:39:50.007368,T10053,,beverage,Айс-кофе,158,52.14,1,105.86,1,0.67
2026-01-22 12:37:50.007368,T10054,C-4501,beverage,Какао,203,66.99,1,136.01,1,0.6699999999999999
2026-01-22 18:50:50.007368,T10055,C-6491,tea,Зеленый чай,121,36.3,1,84.7,0,0.7000000000000001
2026-01-22 16:43:50.007368,T10056,C-1757,dessert,Чизкейк,257,89.95,2,334.1,0,0.65
2026-01-22 14:49:50.007368,T10057,C-4185,coffee,Флэт Уайт,281,84.3,1,196.7,0,0.7
2026-01-22 13:15:50.007368,T10058,,bakery,Круассан,163,48.9,1,114.1,0,0.7
2026-01-22 11:51:50.007368,T10059,C-2988,tea,Фруктовый чай,166,49.8,1,116.2,1,0.7000000000000001
2026-01-22 13:33:50.007368,T10060,,beverage,Мохито безалкогольный,196,64.68,1,131.32,0,0.6699999999999999
2026-01-22 15:32:50.007368,T10061,C-8777,sandwich,Сэндвич с лососем,390,156.0,1,234.0,1,0.6
2026-01-22 11:40:50.007368,T10062,C-4919,dessert,Брауни,396,138.6,1,257.4,1,0.6499999999999999
2026-01-22 15:15:50.007368,T10063,C-3267,dessert,Чизкейк,285,99.75,1,185.25,1,0.65
2026-01-22 15:45:50.007368,T10064,C-8633,bakery,Бейгл,88,26.4,1,61.6,1,0.7000000000000001
2026-01-22 17:24:50.007368,T10065,C-7232,snack,Салат Греческий,329,125.02,2,407.96000000000004,1,0.6200000000000001
2026-01-22 12:48:50.007368,T10066,,sandwich,Клаб-сэндвич,357,142.8,1,214.2,1,0.6
2026-01-22 11:31:50.007368,T10067,C-7624,coffee,Флэт Уайт,264,79.2,1,184.8,1,0.7000000000000001
2026-01-22 13:08:50.007368,T10068,C-1444,beverage,Лимонад,188,62.04,1,125.96000000000001,0,0.67
2026-01-22 10:29:50.007368,T10069,C-8449,bakery,Печенье,86,25.8,1,60.2,1,0.7000000000000001
2026-01-22 17:17:50.007368,T10070,C-1317,snack,Салат Цезарь,287,109.06,1,177.94,0,0.62
2026-01-22 12:41:50.007368,T10071,,coffee,Латте,175,52.5,1,122.5,0,0.7
2026-01-22 14:15:50.007368,T10072,C-4571,bakery,Бейгл,140,42.0,1,98.0,0,0.7
2026-01-22 16:10:50.007368,T10073,,beverage,Смузи,197,65.01,3,395.97,0,0.67
2026-01-22 09:01:50.007368,T10074,,dessert,Макарон,347,121.45,1,225.55,0,0.65
2026-01-22 10:37:50.007368,T10075,C-5941,tea,Зеленый чай,180,54.0,1,126.0,0,0.7
2026-01-22 13:02:50.007368,T10076,C-9289,dessert,Панна котта,336,117.6,1,218.4,1,0.65
2026-01-22 17:52:50.007368,T10077,C-8532,sandwich,Клаб-сэндвич,277,110.8,1,166.2,1,0.6
2026-01-22 16:41:50.007368,T10078,C-8921,dessert,Макарон,357,124.95,2,464.1,1,0.65
2026-01-22 16:17:50.007368,T10079,C-8385,dessert,Чизкейк,262,91.7,2,340.6,0,0.65
2026-01-22 13:42:50.007368,T10080,,sandwich,Клаб-сэндвич,336,134.4,1,201.6,1,0.6
2026-01-22 12:16:50.007368,T10081,,dessert,Брауни,271,94.85,2,352.3,1,0.65
2026-01-22 13:12:50.007368,T10082,C-4937,coffee,Флэт Уайт,226,67.8,1,158.2,1,0.7
2026-01-22 15:28:50.007368,T10083,C-4986,snack,Кесадилья,184,69.92,1,114.08,0,0.62
2026-01-22 12:35:50.007368,T10084,,beverage,Айс-кофе,164,54.12,1,109.88,1,0.6699999999999999
2026-01-22 12:19:50.007368,T10085,C-2958,dessert,Панна котта,259,90.65,1,168.35,1,0.65
2026-01-22 16:11:50.007368,T10086,C-9595,bakery,Булочка с корицей,107,32.1,1,74.9,1,0.7000000000000001
2026-01-22 09:12:50.007368,T10087,C-9751,dessert,Чизкейк,258,90.3,1,167.7,1,0.6499999999999999
2026-01-22 19:35:50.007368,T10088,C-9042,dessert,Тирамису,378,132.3,2,491.4,0,0.65
2026-01-22 13:30:50.007368,T10089,,sandwich,Вегетарианский сэндвич,362,144.8,1,217.2,0,0.6
2026-01-22 13:52:50.007368,T10090,C-1878,coffee,Латте,267,80.1,1,186.9,1,0.7000000000000001
2026-01-22 13:19:50.007368,T10091,,coffee,Раф,228,68.4,1,159.6,1,0.7
2026-01-22 14:49:50.007368,T10092,C-8025,beverage,Айс-кофе,168,55.44,1,112.56,1,0.67
2026-01-22 09:47:50.007368,T10093,C-2330,coffee,Латте,218,65.4,1,152.6,1,0.7
2026-01-22 13:10:50.007368,T10094,C-5771,coffee,Капучино,269,80.7,1,188.3,1,0.7000000000000001
2026-01-22 15:44:50.007368,T10095,C-5334,snack,Суп-пюре,296,112.48,1,183.51999999999998,1,0.6199999999999999
2026-01-22 13:41:50.007368,T10096,C-3718,bakery,Печенье,114,34.2,2,159.6,1,0.7
2026-01-22 17:58:50.007368,T10097,C-7594,dessert,Брауни,312,109.2,1,202.8,1,0.65
2026-01-22 13:05:50.007368,T10098,,beverage,Какао,125,41.25,2,167.5,1,0.67
2026-01-22 09:43:50.007368,T10099,C-5415,snack,Салат Цезарь,327,124.26,1,202.74,0,0.62
2026-01-23 10:33:50.007368,T10100,C-8141,tea,Фруктовый чай,156,46.8,2,218.4,0,0.7000000000000001
2026-01-23 13:26:50.007368,T10101,,dessert,Брауни,282,98.7,1,183.3,1,0.65
2026-01-23 13:42:50.007368,T10102,C-6153,sandwich,Вегетарианский сэндвич,444,177.6,1,266.4,1,0.6
2026-01-23 19:25:50.007368,T10103,C-9889,snack,Салат Греческий,311,118.18,2,385.64,1,0.62
2026-01-23 10:23:50.007368,T10104,C-1845,beverage,Смузи,216,71.28,1,144.72,1,0.67
2026-01-23 10:18:50.007368,T10105,C-4920,sandwich,Клаб-сэндвич,428,171.2,1,256.8,1,0.6
2026-01-23 08:26:50.007368,T10106,,coffee,Эспрессо,222,66.6,3,466.20000000000005,0,0.7000000000000001
2026-01-23 14:09:50.007368,T10107,,sandwich,Сэндвич с лососем,433,173.2,1,259.8,0,0.6
2026-01-23 19:15:50.007368,T10108,C-9327,sandwich,Клаб-сэндвич,391,156.4,1,234.6,0,0.6
2026-01-23 11:50:50.007368,T10109,,snack,Кесадилья,286,108.68,1,177.32,0,0.62
2026-01-23 11:19:50.007368,T10110,C-3434,snack,Салат Греческий,330,125.4,1,204.6,1,0.62
2026-01-23 12:35:50.007368,T10111,,snack,Суп-пюре,319,121.22,1,197.78,0,0.62
2026-01-23 11:24:50.007368,T10112,C-8749,bakery,Бейгл,179,53.7,1,125.3,1,0.7
2026-01-23 14:52:50.007368,T10113,C-9229,tea,Черный чай,119,35.7,1,83.3,0,0.7
2026-01-23 17:28:50.007368,T10114,C-3361,coffee,Эспрессо,299,89.7,2,418.6,0,0.7000000000000001
2026-01-23 19:04:50.007368,T10115,C-7512,sandwich,Куриный сэндвич,450,180.0,3,810.0,0,0.6
2026-01-23 17:54:50.007368,T10116,C-8994,beverage,Какао,168,55.44,3,337.68,1,0.67
2026-01-23 09:40:50.007368,T10117,,tea,Фруктовый чай,136,40.8,3,285.6,0,0.7000000000000001
2026-01-23 16:45:50.007368,T10118,C-1474,snack,Салат Цезарь,205,77.9,1,127.1,1,0.62
2026-01-23 09:22:50.007368,T10119,C-3950,dessert,Чизкейк,310,108.5,1,201.5,1,0.65
2026-01-23 14:24:50.007368,T10120,,beverage,Смузи,207,68.31,1,138.69,1,0.67
2026-01-23 14:29:50.007368,T10121,,dessert,Брауни,370,129.5,1,240.5,0,0.65
2026-01-23 10:28:50.007368,T10122,,dessert,Панна котта,350,122.5,1,227.5,1,0.65
2026-01-23 17:12:50.007368,T10123,C-6881,sandwich,Вегетарианский сэндвич,373,149.2,1,223.8,0,0.6
2026-01-23 11:53:50.007368,T10124,C-1803,tea,Фруктовый чай,150,45.0,1,105.0,0,0.7
2026-01-23 18:49:50.007368,T10125,C-4115,snack,Кесадилья,238,90.44,1,147.56,0,0.62
2026-01-23 15:42:50.007368,T10126,,tea,Зеленый чай,117,35.1,1,81.9,1,0.7000000000000001
2026-01-23 12:37:50.007368,T10127,,dessert,Брауни,387,135.45,1,251.55,0,0.65
2026-01-23 10:08:50.007368,T10128,C-9221,snack,Кесадилья,318,120.84,2,394.32,0,0.62
2026-01-23 11:52:50.007368,T10129,C-2886,sandwich,Сэндвич с лососем,325,130.0,1,195.0,0,0.6
2026-01-23 10:14:50.007368,T10130,,snack,Кесадилья,281,106.78,3,522.66,1,0.62
2026-01-23 12:16:50.007368,T10131,C-5295,beverage,Какао,135,44.55,1,90.45,1,0.67
2026-01-23 14:23:50.007368,T10132,C-6374,coffee,Раф,224,67.2,1,156.8,1,0.7000000000000001
2026-01-23 09:52:50.007368,T10133,C-3290,sandwich,Куриный сэндвич,429,171.6,1,257.4,0,0.6
2026-01-23 11:31:50.007368,T10134,C-7367,coffee,Эспрессо,189,56.7,1,132.3,1,0.7000000000000001
2026-01-23 18:44:50.007368,T10135,,beverage,Мохито безалкогольный,173,57.09,1,115.91,0,0.6699999999999999
2026-01-23 17:39:50.007368,T10136,C-8264,sandwich,Сэндвич с лососем,321,128.4,1,192.6,0,0.6
2026-01-23 17:06:50.007368,T10137,,tea,Черный чай,147,44.1,1,102.9,1,0.7000000000000001
2026-01-23 11:07:50.007368,T10138,C-1349,snack,Салат Цезарь,296,112.48,1,183.51999999999998,0,0.6199999999999999
2026-01-23 11:08:50.007368,T10139,,snack,Суп-пюре,324,123.12,1,200.88,1,0.62
2026-01-23 17:14:50.007368,T10140,,dessert,Тирамису,398,139.3,1,258.7,1,0.65
2026-01-23 19:08:50.007368,T10141,C-1422,beverage,Смузи,152,50.16,1,101.84,1,0.67
2026-01-23 16:15:50.007368,T10142,C-3076,beverage,Мохито безалкогольный,161,53.13,1,107.87,1,0.67
2026-01-23 16:30:50.007368,T10143,C-8405,sandwich,Клаб-сэндвич,449,179.6,1,269.4,0,0.6
2026-01-23 09:50:50.007368,T10144,C-1510,snack,Салат Цезарь,348,132.24,1,215.76,0,0.62
2026-01-23 17:27:50.007368,T10145,,tea,Зеленый чай,113,33.9,1,79.1,0,0.7
2026-01-23 12:09:50.007368,T10146,C-9984,coffee,Флэт Уайт,197,59.1,1,137.9,1,0.7000000000000001
2026-01-23 19:33:50.007368,T10147,C-2874,dessert,Медовик,316,110.6,1,205.4,0,0.65
2026-01-23 17:35:50.007368,T10148,,tea,Фруктовый чай,127,38.1,1,88.9,1,0.7000000000000001
2026-01-23 12:26:50.007368,T10149,C-5176,tea,Черный чай,112,33.6,1,78.4,0,0.7000000000000001
2026-01-24 15:30:50.007368,T10150,C-2582,coffee,Флэт Уайт,188,56.4,2,263.2,0,0.7
2026-01-24 17:35:50.007368,T10151,C-3002,coffee,Эспрессо,315,94.5,3,661.5,1,0.7
2026-01-24 14:48:50.007368,T10152,C-6119,sandwich,Вегетарианский сэндвич,434,173.6,1,260.4,1,0.6
2026-01-24 13:09:50.007368,T10153,C-7022,tea,Зеленый чай,161,48.3,1,112.7,0,0.7000000000000001
2026-01-24 13:51:50.007368,T10154,,sandwich,Куриный сэндвич,393,157.2,3,707.4000000000001,0,0.6
2026-01-24 14:44:50.007368,T10155,,dessert,Брауни,207,72.45,1,134.55,0,0.65
2026-01-24 12:11:50.007368,T10156,C-3324,snack,Салат Цезарь,216,82.08,1,133.92000000000002,1,0.6200000000000001
2026-01-24 13:24:50.007368,T10157,C-6314,sandwich,Куриный сэндвич,366,146.4,1,219.6,0,0.6
2026-01-24 10:48:50.007368,T10158,C-7947,beverage,Мохито безалкогольный,126,41.58,1,84.42,0,0.67
2026-01-24 12:13:50.007368,T10159,C-5640,snack,Салат Греческий,311,118.18,1,192.82,1,0.62
2026-01-24 11:14:50.007368,T10160,C-4460,sandwich,Клаб-сэндвич,403,161.2,1,241.8,0,0.6
2026-01-24 11:07:50.007368,T10161,C-7229,coffee,Раф,292,87.6,1,204.4,0,0.7000000000000001
2026-01-24 13:53:50.007368,T10162,,tea,Зеленый чай,145,43.5,1,101.5,1,0.7
2026-01-24 12:04:50.007368,T10163,C-7843,snack,Кесадилья,260,98.8,1,161.2,1,0.62
2026-01-24 08:20:50.007368,T10164,C-6928,bakery,Круассан,159,47.7,1,111.3,1,0.7
2026-01-24 09:27:50.007368,T10165,C-6083,beverage,Айс-кофе,171,56.43,1,114.57,1,0.6699999999999999
2026-01-24 16:04:50.007368,T10166,C-6724,beverage,Айс-кофе,201,66.33,1,134.67000000000002,0,0.67
2026-01-24 17:52:50.007368,T10167,C-3842,bakery,Булочка с корицей,110,33.0,1,77.0,1,0.7
2026-01-24 16:04:50.007368,T10168,C-8354,bakery,Булочка с корицей,178,53.4,1,124.6,0,0.7
2026-01-24 19:20:50.007368,T10169,C-8682,snack,Салат Греческий,340,129.2,1,210.8,0,0.62
2026-01-24 17:37:50.007368,T10170,C-8404,coffee,Капучино,255,76.5,1,178.5,1,0.7
2026-01-24 17:04:50.007368,T10171,C-8581,tea,Зеленый чай,111,33.3,1,77.7,1,0.7000000000000001
2026-01-24 17:41:50.007368,T10172,C-2013,bakery,Бейгл,121,36.3,1,84.7,1,0.7000000000000001
2026-01-24 18:21:50.007368,T10173,C-5059,tea,Фруктовый чай,110,33.0,1,77.0,0,0.7
2026-01-24 13:39:50.007368,T10174,C-7697,bakery,Печенье,126,37.8,1,88.2,0,0.7000000000000001
2026-01-24 09:40:50.007368,T10175,C-7333,tea,Черный чай,142,42.6,1,99.4,1,0.7000000000000001
2026-01-24 17:58:50.007368,T10176,C-3317,beverage,Айс-кофе,139,45.87,1,93.13,1,0.6699999999999999
2026-01-24 14:42:50.007368,T10177,,sandwich,Вегетарианский сэндвич,283,113.2,1,169.8,1,0.6000000000000001
2026-01-24 14:21:50.007368,T10178,,snack,Салат Цезарь,212,80.56,1,131.44,0,0.62
2026-01-24 12:23:50.007368,T10179,,coffee,Американо,257,77.1,1,179.9,0,0.7000000000000001
2026-01-24 13:14:50.007368,T10180,,bakery,Круассан,99,29.7,1,69.3,1,0.7
2026-01-24 13:47:50.007368,T10181,,beverage,Какао,124,40.92,1,83.08,1,0.67
2026-01-24 12:10:50.007368,T10182,,bakery,Маффин,168,50.4,1,117.6,0,0.7
2026-01-24 09:23:50.007368,T10183,C-5668,tea,Фруктовый чай,192,57.6,1,134.4,1,0.7000000000000001
2026-01-24 11:51:50.007368,T10184,C-8218,snack,Салат Греческий,300,114.0,2,372.0,0,0.62
2026-01-24 16:32:50.007368,T10185,,beverage,Какао,173,57.09,3,347.73,1,0.6699999999999999
2026-01-24 11:41:50.007368,T10186,C-9452,sandwich,Куриный сэндвич,345,138.0,1,207.0,1,0.6
2026-01-24 16:17:50.007368,T10187,C-4637,sandwich,Сэндвич с лососем,381,152.4,1,228.6,0,0.6
2026-01-24 18:26:50.007368,T10188,C-2337,coffee,Американо,266,79.8,1,186.2,1,0.7
2026-01-24 12:06:50.007368,T10189,C-1627,snack,Кесадилья,346,131.48,1,214.52,0,0.62
2026-01-24 13:53:50.007368,T10190,C-1086,bakery,Круассан,177,53.1,1,123.9,1,0.7000000000000001
2026-01-24 11:09:50.007368,T10191,C-5720,beverage,Смузи,213,70.29,1,142.70999999999998,1,0.6699999999999999
2026-01-24 09:26:50.007368,T10192,C-9189,tea,Зеленый чай,179,53.7,1,125.3,0,0.7
2026-01-24 13:45:50.007368,T10193,C-4941,bakery,Булочка с корицей,117,35.1,1,81.9,1,0.7000000000000001
2026-01-24 14:05:50.007368,T10194,C-9312,beverage,Какао,166,54.78,1,111.22,1,0.67
2026-01-24 12:30:50.007368,T10195,C-1266,coffee,Американо,327,98.1,1,228.9,0,0.7000000000000001
2026-01-24 12:46:50.007368,T10196,C-6447,tea,Чай с мятой,180,54.0,1,126.0,1,0.7
2026-01-24 13:52:50.007368,T10197,C-8840,tea,Чай с мятой,122,36.6,2,170.8,0,0.7000000000000001
2026-01-24 09:49:50.007368,T10198,C-4268,sandwich,Куриный сэндвич,259,103.6,1,155.4,1,0.6
2026-01-24 11:25:50.007368,T10199,C-4131,snack,Кесадилья,319,121.22,1,197.78,1,0.62
2026-01-25 16:55:50.007368,T10200,,tea,Фруктовый чай,142,42.6,1,99.4,0,0.7000000000000001
2026-01-25 16:57:50.007368,T10201,C-9151,sandwich,Вегетарианский сэндвич,336,134.4,3,604.8,0,0.6
2026-01-25 13:51:50.007368,T10202,C-3956,coffee,Раф,273,81.9,1,191.1,1,0.7
2026-01-25 09:20:50.007368,T10203,C-7981,tea,Чай с мятой,137,41.1,1,95.9,0,0.7000000000000001
2026-01-25 12:02:50.007368,T10204,C-1939,tea,Зеленый чай,145,43.5,1,101.5,0,0.7
2026-01-25 12:32:50.007368,T10205,C-8179,snack,Салат Цезарь,220,83.6,3,409.20000000000005,1,0.62
2026-01-25 11:41:50.007368,T10206,C-3513,dessert,Панна котта,292,102.2,1,189.8,1,0.65
2026-01-25 12:28:50.007368,T10207,C-7521,snack,Кесадилья,199,75.62,1,123.38,0,0.62
2026-01-25 11:07:50.007368,T10208,C-2929,coffee,Американо,212,63.6,1,148.4,0,0.7000000000000001
2026-01-25 15:13:50.007368,T10209,,beverage,Смузи,156,51.48,1,104.52000000000001,1,0.67
2026-01-25 17:28:50.007368,T10210,C-6236,bakery,Печенье,171,51.3,1,119.7,0,0.7000000000000001
2026-01-25 13:18:50.007368,T10211,,dessert,Панна котта,240,84.0,1,156.0,1,0.65
2026-01-25 12:14:50.007368,T10212,C-9094,coffee,Капучино,216,64.8,1,151.2,1,0.7
2026-01-25 13:29:50.007368,T10213,,snack,Салат Цезарь,321,121.98,1,199.01999999999998,1,0.62
2026-01-25 19:46:50.007368,T10214,C-2208,sandwich,Клаб-сэндвич,384,153.6,1,230.4,0,0.6
2026-01-25 14:28:50.007368,T10215,C-3981,sandwich,Клаб-сэндвич,424,169.6,1,254.4,1,0.6
2026-01-25 18:03:50.007368,T10216,C-3653,snack,Кесадилья,211,80.18,1,130.82,0,0.62
2026-01-25 11:33:50.007368,T10217,C-5496,dessert,Чизкейк,220,77.0,1,143.0,0,0.65
2026-01-25 14:05:50.007368,T10218,,beverage,Смузи,202,66.66,1,135.34,1,0.67
2026-01-25 14:57:50.007368,T10219,C-1464,beverage,Лимонад,163,53.79,2,218.42000000000002,1,0.67
2026-01-25 14:36:50.007368,T10220,C-1496,dessert,Макарон,366,128.1,1,237.9,0,0.65
2026-01-25 13:41:50.007368,T10221,,dessert,Макарон,323,113.05,1,209.95,1,0.6499999999999999
2026-01-25 09:03:50.007368,T10222,C-6573,bakery,Булочка с корицей,136,40.8,1,95.2,1,0.7000000000000001
2026-01-25 17:20:50.007368,T10223,C-7070,tea,Зеленый чай,144,43.2,3,302.4,1,0.7
2026-01-25 13:17:50.007368,T10224,C-7293,sandwich,Сэндвич с лососем,313,125.2,1,187.8,1,0.6000000000000001
2026-01-25 17:10:50.007368,T10225,,snack,Суп-пюре,263,99.94,2,326.12,0,0.62
2026-01-25 13:32:50.007368,T10226,C-2475,sandwich,Сэндвич с лососем,377,150.8,2,452.4,1,0.6
2026-01-25 19:13:50.007368,T10227,C-8710,beverage,Айс-кофе,165,54.45,1,110.55,1,0.6699999999999999
2026-01-25 17:27:50.007368,T10228,,bakery,Печенье,113,33.9,1,79.1,1,0.7
2026-01-25 09:35:50.007368,T10229,C-9261,bakery,Бейгл,126,37.8,1,88.2,0,0.7000000000000001
2026-01-25 11:39:50.007368,T10230,,tea,Фруктовый чай,178,53.4,1,124.6,1,0.7
2026-01-25 19:35:50.007368,T10231,C-7576,dessert,Эклер,393,137.55,1,255.45,1,0.65
2026-01-25 09:45:50.007368,T10232,C-9446,dessert,Чизкейк,321,112.35,1,208.65,1,0.65
2026-01-25 14:10:50.007368,T10233,C-6511,sandwich,Сэндвич с лососем,407,162.8,1,244.2,0,0.6
2026-01-25 11:52:50.007368,T10234,C-7824,coffee,Раф,259,77.7,1,181.3,1,0.7000000000000001
2026-01-25 18:55:50.007368,T10235,C-4728,tea,Зеленый чай,180,54.0,1,126.0,1,0.7
2026-01-25 10:40:50.007368,T10236,C-4968,tea,Зеленый чай,179,53.7,1,125.3,1,0.7
2026-01-25 15:12:50.007368,T10237,C-4340,coffee,Эспрессо,277,83.1,1,193.9,1,0.7000000000000001
2026-01-25 14:30:50.007368,T10238,C-6325,snack,Салат Греческий,195,74.1,1,120.9,1,0.62
2026-01-25 11:11:50.007368,T10239,C-5331,sandwich,Сэндвич с лососем,386,154.4,1,231.6,1,0.6
2026-01-25 11:35:50.007368,T10240,,dessert,Медовик,257,89.95,2,334.1,1,0.65
2026-01-25 11:45:50.007368,T10241,C-5480,sandwich,Вегетарианский сэндвич,331,132.4,1,198.6,1,0.6
2026-01-25 15:24:50.007368,T10242,,sandwich,Вегетарианский сэндвич,338,135.2,3,608.4000000000001,1,0.6000000000000001
2026-01-25 18:05:50.007368,T10243,,dessert,Чизкейк,313,109.55,1,203.45,1,0.6499999999999999
2026-01-25 13:59:50.007368,T10244,C-4920,beverage,Смузи,209,68.97,1,140.03,1,0.67
2026-01-25 18:14:50.007368,T10245,C-8739,tea,Зеленый чай,129,38.7,1,90.3,0,0.7
2026-01-25 10:35:50.007368,T10246,,bakery,Бейгл,132,39.6,1,92.4,1,0.7000000000000001
2026-01-25 10:18:50.007368,T10247,,dessert,Тирамису,273,95.55,1,177.45,0,0.6499999999999999
2026-01-25 11:47:50.007368,T10248,C-3880,tea,Зеленый чай,104,31.2,2,145.6,0,0.7
2026-01-25 12:31:50.007368,T10249,,bakery,Круассан,175,52.5,3,367.5,1,0.7
2026-01-26 13:06:50.007368,T10250,C-9590,dessert,Макарон,272,95.2,1,176.8,0,0.65
2026-01-26 10:32:50.007368,T10251,C-3662,sandwich,Сэндвич с лососем,319,127.6,1,191.4,0,0.6
2026-01-26 15:00:50.007368,T10252,C-4164,tea,Чай с мятой,143,42.9,1,100.1,0,0.7
